HP:0000002	Desviación de la norma de estatura con respecto a la esperada según las normas de edad y sexo.
HP:0000346	Anomalía de la morfología facial caracterizada por una pequeña apertura de la boca y una contracción constante de los labios, como si el paciente estuviera silbando.
HP:0000347	Hipoplasia del desarrollo de la mandíbula.
HP:0000348	Aumento anormal de la altura de la frente.
HP:0000349	Línea capilar frontal con arcos bilaterales hasta un punto bajo en la línea media de la frente.
HP:0000350	Presencia de una frente anormalmente pequeña.
HP:0000356	Anomalía del oído externo.
HP:0000357	Localización anormal de la oreja.
HP:0000358	Tipo de localización anómala de las orejas en la que la posición de las orejas se caracteriza por una rotación posterior (la parte superior de las orejas está girada hacia la parte posterior de la cabeza, y la parte inferior de las orejas hacia la parte anterior).
HP:0000359	Anomalía del oído interno.
HP:0000360	El acúfeno es una percepción auditiva que puede describirse como la experiencia de sonido, en el oído o en la cabeza, en ausencia de estimulación acústica externa.
HP:0000362	En la otosclerosis, se acumula un callo óseo en el estribo que crea una fijación parcial. Esto limita el movimiento del estribo, lo que provoca pérdida de audición.
HP:0000363	Anomalía del lóbulo del pabellón auricular.
HP:0000364	Anomalía de la percepción sensorial del sonido.
HP:0000365	Disminución de la magnitud de la percepción sensorial del sonido.
HP:0000366	Una anomalía de la nariz.
HP:0000369	Inserción superior de la oreja en el cuero cabelludo por debajo de una línea horizontal imaginaria trazada entre los cantos internos del ojo y que se extiende posteriormente hasta la oreja.
HP:0000370	Anomalía del oído medio.
HP:0000371	La otitis media aguda es una infección breve y generalmente dolorosa del oído medio.
HP:0000372	Cualquier anomalía estructural del tubo acústico externo (también conocido como conducto auditivo).
HP:0000375	Anomalía de la cóclea.
HP:0000376	Con la partición II incompleta, la cóclea consta de 1,5 vueltas; las vueltas apical y media de la cóclea son indiferenciadas y forman un ápice quístico. El vestíbulo es normal, mientras que el acueducto vestibular está siempre agrandado. La detención del desarrollo se produce en la séptima semana de gestación.
HP:0000377	Anomalía del pabellón auricular, también denominado pabellón de la oreja u oído externo.
HP:0000378	Oreja prominente lateralmente que carece de pliegues antihelicoidales (incluida la ausencia de crura inferior y superior).
HP:0000381	La anquilosis del estribo se refiere a la fijación congénita o adquirida del estribo (el pequeño hueso u huesecillo en forma de estribo del oído medio), que se asocia a la audición conductiva resultante de la alteración del mecanismo de conducción del sonido (el conducto auditivo externo, la membrana timpánica y/o los huesecillos del oído medio).
HP:0000384	Etiqueta rudimentaria de piel que a menudo contiene tejido de la oreja, incluido un núcleo de cartílago, y que se localiza justo antes del pabellón auricular (parte externa de la oreja).
HP:0000385	Reducción del volumen del lóbulo de la oreja.
HP:0000387	Ausencia de tejido carnoso no cartilaginoso inferior al tragus y a la incisura.
HP:0000388	Inflamación o infección del oído medio.
HP:0000389	La otitis media crónica hace referencia al líquido, la inflamación o la infección del oído medio que no se cura y puede causar daños permanentes en el oído.
HP:0000391	Aumento del grosor del hélix de la oreja.
HP:0000394	Pliegue anterior e inferior de la porción superior de la oreja que oblitera la fosa triangular y la escápula.
HP:0000395	La presencia de una antihélice anormalmente prominente.
HP:0000396	Estado en el que el hélix está plegado en un grado superior al normal. Es decir, curvatura excesiva del borde del hélix, por lo que el borde libre es paralelo al plano de la oreja.
HP:0000399	Forma de sordera neurosensorial de aparición congénita o infantil, es decir, antes de la adquisición del habla.
HP:0000400	Longitud longitudinal media de la oreja superior a dos desviaciones estándar por encima de la media y anchura media de la oreja superior a dos desviaciones estándar por encima de la media (objetivo); o, aumento aparente de la longitud y anchura del pabellón auricular (subjetivo).
HP:0000402	Un estrechamiento anormal del conducto auditivo externo.
HP:0000403	Mayor susceptibilidad a la otitis media, manifestada por episodios recurrentes de otitis media.
HP:0000405	Anomalía de la conducción vibratoria del sonido al oído interno que provoca una alteración de la percepción sensorial del sonido.
HP:0000407	Tipo de deficiencia auditiva en uno o ambos oídos relacionada con una funcionalidad anormal del nervio coclear.
HP:0000408	Forma progresiva de hipoacusia neurosensorial.
HP:0000410	Tipo de pérdida auditiva resultante de una combinación de hipoacusia conductiva e hipoacusia neurosensorial.
HP:0000411	Ángulo formado por el plano de la oreja y el hueso mastoides superior al percentil 97 para la edad (objetivo); o, borde externo del hélix a más de 2 cm del mastoides en el punto de máxima distancia (objetivo).
HP:0000413	Ausencia o falta de formación del conducto auditivo externo.
HP:0000414	Aumento del volumen y forma globular de la cara anteroinferior de la nariz.
HP:0000415	Anomalía de las coanas (las aberturas nasales posteriores).
HP:0000418	Disminución de la anchura del reborde nasal.
HP:0000419	Una anomalía del tabique nasal.
HP:0000420	Reducción de la longitud superior a inferior del tabique nasal.
HP:0000421	La epistaxis, o hemorragia nasal, se refiere a una hemorragia localizada en la nariz.
HP:0000422	Anomalía del puente nasal, que es la zona en forma de silla de montar que incluye la raíz nasal y los aspectos laterales de la nariz. Se sitúa entre la glabela y el límite inferior del hueso nasal, y se extiende lateralmente hasta el canto interno.
HP:0000426	Posicionamiento anterior de la raíz nasal en comparación con el posicionamiento habitual para la edad.
HP:0000429	Una anomalía del Ala de la nariz.
HP:0000430	Ala nasi delgada, deficiente o excesivamente arqueada.
HP:0000431	Aumento de la amplitud del puente nasal (y con ello, de la raíz nasal).
HP:0000434	Telangiectasia de la mucosa nasal.
HP:0000436	Una anomalía de la punta nasal.
HP:0000437	Disminución de la distancia de la punta nasal a la base nasal.
HP:0000444	Cresta nasal curvada anteriormente hacia una línea imaginaria que une la raíz y la punta nasal. La nariz parece a menudo también prominente, y la columela baja.
HP:0000445	Distancia interalar más de dos desviaciones estándar por encima de la media para la edad, es decir, una anchura aparentemente aumentada de la base nasal y las alas.
HP:0000446	Disminución de la anchura del puente óseo de la nariz.
HP:0000448	Distancia entre subnasal y pronasal más de dos desviaciones estándar por encima de la media, o alternativamente, una protrusión anterior de la punta nasal aparentemente aumentada.
HP:0000452	Estrechamiento anormal de la coana (la abertura nasal posterior).
HP:0000453	Ausencia o cierre anormal de la coana (la abertura nasal posterior). La mayoría de los embriólogos creen que la atresia de coana posterior es el resultado de un fallo en la rotura, entre el 35º y el 38º día de vida fetal, del tabique que separa las membranas buconasales o bucofaríngeas. La atresia coanal resultante puede ser unilateral o bilateral, ósea o membranosa, completa o incompleta. En más del 90% de los casos la obstrucción es ósea, mientras que en el resto es membranosa. El tipo óseo de atresia suele estar situado 1-2 mm. por delante del borde posterior del paladar duro, y el grosor del tabique óseo varía de 1 a 10 mm. En la forma membranosa de atresia coanal la obstrucción suele producirse más posteriormente. En aproximadamente un tercio de los casos la atresia es bilateral.
HP:0000455	Aumento de la anchura de la punta nasal.
HP:0000456	Hendidura de la punta nasal. Hendidura vertical, hendidura o depresión de la punta nasal visualmente evaluable.
HP:0000457	Falta de prominencia de la nariz resultante de un caballete nasal colocado posteriormente.
HP:0000458	Incapacidad para percibir olores. Se trata de un término general que describe la incapacidad para oler que surge en cualquier parte del proceso del olfato, desde la absorción de odorantes en la mucosa nasal que recubre el epitelio olfativo, la difusión a los cilios, la unión a los sitios receptores olfativos, la generación de potenciales de acción en las neuronas olfativas y la percepción de un olor.
HP:0000460	Distancia interalar más de 2 DE por debajo de la media para la edad, o alternativamente, una anchura aparentemente disminuida de la base nasal y de las alas.
HP:0000463	Fosas nasales orientadas hacia delante vistas con la cabeza en la horizontal de Frankfurt y los ojos del observador a la altura de los ojos del sujeto. Esto da la apariencia de una nariz respingona (punta nasal respingona).
HP:0000464	Una anomalía del cuello.
HP:0000465	El pterigium colli es un pliegue cutáneo congénito que recorre los lados del cuello hasta los hombros. Se trata de una banda facial fibrótica ectópica superficial al músculo trapecio. También hay un exceso de piel con pelo que se extiende por la región cervical más allá de la línea normal del pelo.
HP:0000467	Disminución de la fuerza de la musculatura del cuello.
HP:0000468	Aumento de la cantidad de tejido graso subcutáneo alrededor del cuello.
HP:0000470	Disminución de la longitud del cuello.
HP:0000471	Displasia que afecta a la vasculatura del tracto gastrointestinal.
HP:0000472	Aumento de la longitud inferior-superior del cuello.
HP:0000473	Contracciones involuntarias de la musculatura del cuello que provocan una postura anormal o movimientos anormales de la cabeza.
HP:0000474	Engrosamiento del espesor de la piel en la cara posterior del cuello fetal. La medición del pliegue nucal (NF) se obtiene en una sección transversal de la cabeza del feto a la altura del cavum septum pellucidum y el tálamo, en ángulo posterior para incluir el cerebelo. La medición se realiza desde el borde externo del hueso occipucio hasta el límite externo de la piel directamente en la línea media. Una medida del FN superior a 5 mm entre las semanas 14 y 17+6 de gestación, o a 6 mm entre las semanas 18 y 28 se ha asociado a un riesgo notablemente mayor de síndrome de Down.
HP:0000475	Aumento de la anchura lateral del cuello.
